Column1,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3343,3344,24,Female,Shorts,Clothing,31,Kentucky,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3344,3345,62,Female,Hat,Accessories,48,Washington,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
3345,3346,28,Female,Handbag,Accessories,91,Florida,Turquoise,Summer,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
3346,3347,30,Female,Jeans,Clothing,99,Oklahoma,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
3347,3348,22,Female,Shoes,Footwear,70,Iowa,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
3348,3349,28,Female,T-shirt,Clothing,74,New Hampshire,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
3349,3350,35,Female,Jewelry,Accessories,79,Georgia,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
3350,3351,45,Female,Handbag,Accessories,33,Mississippi,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
3351,3352,43,Female,Shirt,Clothing,49,New Hampshire,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3352,3353,55,Female,Belt,Accessories,96,Washington,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3353,3354,31,Female,Dress,Clothing,66,Ohio,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
3354,3355,42,Female,Skirt,Clothing,45,Maryland,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
3355,3356,40,Female,Blouse,Clothing,28,Delaware,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3356,3357,39,Female,Jeans,Clothing,48,Tennessee,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
3357,3358,41,Female,Hoodie,Clothing,67,Arkansas,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
3358,3359,56,Female,T-shirt,Clothing,59,Tennessee,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
3359,3360,43,Female,Sunglasses,Accessories,74,New Hampshire,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
3360,3361,22,Female,Jacket,Outerwear,81,Minnesota,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3361,3362,47,Female,Shoes,Footwear,26,Florida,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3362,3363,50,Female,Handbag,Accessories,61,Tennessee,Gray,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly
3363,3364,58,Female,Sweater,Clothing,23,California,Turquoise,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3364,3365,50,Female,Scarf,Accessories,33,Oregon,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
3365,3366,43,Female,Skirt,Clothing,58,Tennessee,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
3366,3367,38,Female,Gloves,Accessories,65,North Carolina,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
3367,3368,44,Female,T-shirt,Clothing,48,Tennessee,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
3368,3369,30,Female,Sandals,Footwear,25,Nebraska,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
3369,3370,47,Female,Sweater,Clothing,51,Maine,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
3370,3371,30,Female,Belt,Accessories,31,Illinois,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
3371,3372,49,Female,Hoodie,Clothing,99,Colorado,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually
3372,3373,56,Female,Socks,Clothing,25,Pennsylvania,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
3373,3374,70,Female,Sandals,Footwear,52,Minnesota,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3374,3375,22,Female,Blouse,Clothing,47,Nevada,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
3375,3376,51,Female,Boots,Footwear,98,Connecticut,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
3376,3377,22,Female,Hat,Accessories,46,Ohio,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
3377,3378,37,Female,Shirt,Clothing,32,Kentucky,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
3378,3379,49,Female,Shorts,Clothing,75,Minnesota,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
3379,3380,61,Female,Handbag,Accessories,51,Tennessee,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly
3380,3381,41,Female,Dress,Clothing,52,North Dakota,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
3381,3382,57,Female,Hat,Accessories,66,Minnesota,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
3382,3383,34,Female,Sweater,Clothing,35,Nebraska,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
3383,3384,27,Female,Coat,Outerwear,43,Delaware,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
3384,3385,39,Female,Hoodie,Clothing,24,Minnesota,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
3385,3386,62,Female,Jewelry,Accessories,83,Rhode Island,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
3386,3387,34,Female,T-shirt,Clothing,62,Michigan,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
3387,3388,53,Female,Pants,Clothing,78,New Jersey,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3388,3389,35,Female,Sweater,Clothing,61,South Dakota,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
3389,3390,38,Female,Pants,Clothing,57,North Carolina,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
3390,3391,32,Female,Socks,Clothing,70,Oregon,Red,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually
3391,3392,47,Female,Hoodie,Clothing,57,Montana,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
3392,3393,53,Female,Scarf,Accessories,74,New Jersey,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
3393,3394,60,Female,Dress,Clothing,90,Arizona,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
3394,3395,31,Female,Sandals,Footwear,98,Vermont,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
3395,3396,44,Female,Dress,Clothing,43,Colorado,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3396,3397,29,Female,Pants,Clothing,37,Tennessee,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly
3397,3398,19,Female,Blouse,Clothing,38,New Jersey,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
3398,3399,54,Female,Jeans,Clothing,60,Montana,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
3399,3400,40,Female,Pants,Clothing,55,Montana,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
3400,3401,39,Female,Sunglasses,Accessories,51,Nevada,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
3401,3402,44,Female,Backpack,Accessories,71,Nevada,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
3402,3403,22,Female,Hoodie,Clothing,61,Louisiana,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
3403,3404,30,Female,Boots,Footwear,65,Illinois,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
3404,3405,69,Female,Gloves,Accessories,34,South Carolina,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
3405,3406,28,Female,Blouse,Clothing,87,Washington,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
3406,3407,57,Female,Sweater,Clothing,79,Nebraska,Red,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly
3407,3408,46,Female,Dress,Clothing,46,Alabama,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
3408,3409,48,Female,Socks,Clothing,72,Montana,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
3409,3410,24,Female,Shirt,Clothing,93,Minnesota,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
3410,3411,50,Female,Sandals,Footwear,76,Ohio,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
3411,3412,29,Female,Shoes,Footwear,56,New York,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
3412,3413,61,Female,Sandals,Footwear,83,Indiana,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
3413,3414,34,Female,Gloves,Accessories,90,Delaware,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
3414,3415,27,Female,Boots,Footwear,94,Connecticut,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
3415,3416,38,Female,Blouse,Clothing,68,New York,Gold,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
3416,3417,25,Female,Sandals,Footwear,53,Alabama,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3417,3418,54,Female,Coat,Outerwear,35,Massachusetts,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
3418,3419,53,Female,Jacket,Outerwear,30,South Carolina,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
3419,3420,23,Female,Jewelry,Accessories,26,West Virginia,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
3420,3421,19,Female,Hat,Accessories,60,Kentucky,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
3421,3422,57,Female,Shoes,Footwear,30,New Jersey,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
3422,3423,19,Female,Coat,Outerwear,91,New York,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
3423,3424,33,Female,Boots,Footwear,71,Massachusetts,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
3424,3425,33,Female,Scarf,Accessories,64,Florida,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
3425,3426,38,Female,Hat,Accessories,54,Michigan,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
3426,3427,47,Female,Socks,Clothing,35,Oregon,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually
3427,3428,39,Female,T-shirt,Clothing,38,Michigan,Turquoise,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually
3428,3429,32,Female,Jewelry,Accessories,69,Washington,Gray,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly
3429,3430,27,Female,Skirt,Clothing,96,Alaska,Purple,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly
3430,3431,67,Female,Socks,Clothing,73,Montana,Lavender,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
3431,3432,46,Female,Belt,Accessories,49,New Mexico,Green,Summer,4.2,No,Express,No,No,20,Venmo,Annually
3432,3433,36,Female,Boots,Footwear,44,Connecticut,Gray,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months
3433,3434,62,Female,Socks,Clothing,93,Alaska,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually
3434,3435,31,Female,Pants,Clothing,72,Ohio,Orange,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly
3435,3436,68,Female,Socks,Clothing,91,Montana,Beige,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
3436,3437,57,Female,Belt,Accessories,83,Nebraska,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
3437,3438,22,Female,Jacket,Outerwear,62,Oklahoma,Green,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually
3438,3439,26,Female,Shirt,Clothing,71,Kentucky,Violet,Fall,3,No,Store Pickup,No,No,33,Credit Card,Monthly
3439,3440,43,Female,Gloves,Accessories,93,Idaho,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly
3440,3441,45,Female,Handbag,Accessories,63,Maryland,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly
3441,3442,64,Female,Sweater,Clothing,96,Tennessee,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually
3442,3443,28,Female,Skirt,Clothing,78,Michigan,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly
3443,3444,47,Female,Dress,Clothing,24,Tennessee,Silver,Summer,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly
3444,3445,53,Female,Pants,Clothing,63,Rhode Island,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
3445,3446,42,Female,Hat,Accessories,58,Florida,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually
3446,3447,51,Female,Boots,Footwear,55,Louisiana,Purple,Spring,5,No,2-Day Shipping,No,No,20,Cash,Weekly
3447,3448,62,Female,Sandals,Footwear,58,Arkansas,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly
3448,3449,18,Female,Coat,Outerwear,28,Kentucky,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly
3449,3450,48,Female,Blouse,Clothing,37,Kansas,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly
3450,3451,20,Female,Shorts,Clothing,78,Vermont,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly
3451,3452,32,Female,Blouse,Clothing,73,Nevada,Silver,Fall,3,No,Free Shipping,No,No,13,Credit Card,Annually
3452,3453,26,Female,Jacket,Outerwear,20,Oklahoma,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly
3453,3454,31,Female,Shirt,Clothing,60,Alabama,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly
3454,3455,55,Female,Handbag,Accessories,71,Louisiana,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly
3455,3456,49,Female,T-shirt,Clothing,89,Ohio,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually
3456,3457,42,Female,Hoodie,Clothing,53,Texas,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly
3457,3458,64,Female,Jewelry,Accessories,87,Maryland,Gray,Summer,3,No,Express,No,No,29,Cash,Fortnightly
3458,3459,68,Female,Jewelry,Accessories,37,West Virginia,Violet,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly
3459,3460,68,Female,Hoodie,Clothing,37,Ohio,Green,Fall,3.8,No,Express,No,No,21,PayPal,Annually
3460,3461,41,Female,Scarf,Accessories,78,Indiana,Gold,Spring,3.1,No,Express,No,No,5,Bank Transfer,Bi-Weekly
3461,3462,51,Female,Shoes,Footwear,23,Wyoming,Maroon,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly
3462,3463,44,Female,Jeans,Clothing,73,Michigan,Olive,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months
3463,3464,27,Female,Jewelry,Accessories,27,Maine,Yellow,Fall,2.8,No,2-Day Shipping,No,No,45,PayPal,Fortnightly
3464,3465,36,Female,Coat,Outerwear,59,Utah,Peach,Winter,2.7,No,Next Day Air,No,No,12,PayPal,Annually
3465,3466,19,Female,Backpack,Accessories,53,Iowa,Gold,Spring,3.4,No,Standard,No,No,31,Debit Card,Weekly
3466,3467,49,Female,Socks,Clothing,42,Maryland,Purple,Summer,4.6,No,Standard,No,No,43,Bank Transfer,Annually
3467,3468,18,Female,Scarf,Accessories,45,Texas,Charcoal,Fall,5,No,Next Day Air,No,No,5,Credit Card,Annually
3468,3469,36,Female,Sunglasses,Accessories,89,Ohio,Indigo,Winter,3.5,No,Standard,No,No,36,Debit Card,Quarterly
3469,3470,36,Female,Socks,Clothing,85,North Dakota,Magenta,Fall,3.3,No,Store Pickup,No,No,12,Cash,Annually
3470,3471,19,Female,Coat,Outerwear,69,West Virginia,Olive,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly
3471,3472,43,Female,Sandals,Footwear,66,North Carolina,Blue,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly
3472,3473,31,Female,Blouse,Clothing,42,Georgia,White,Summer,4,No,Free Shipping,No,No,15,Debit Card,Weekly
3473,3474,63,Female,Dress,Clothing,40,Kansas,Cyan,Spring,2.5,No,Express,No,No,11,Cash,Weekly
3474,3475,41,Female,Pants,Clothing,82,Maine,Cyan,Winter,4.4,No,Store Pickup,No,No,18,Venmo,Monthly
3475,3476,48,Female,Sneakers,Footwear,88,South Carolina,Orange,Spring,4.4,No,Express,No,No,9,Cash,Quarterly
3476,3477,68,Female,Boots,Footwear,99,South Carolina,Orange,Summer,3.2,No,Free Shipping,No,No,11,Cash,Weekly
3477,3478,53,Female,Handbag,Accessories,85,Kentucky,Teal,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
3478,3479,36,Female,Handbag,Accessories,57,Arizona,Magenta,Fall,4.6,No,Store Pickup,No,No,42,PayPal,Quarterly
3479,3480,46,Female,Sweater,Clothing,56,New York,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly
3480,3481,21,Female,Sandals,Footwear,79,New Hampshire,Peach,Winter,3.5,No,Free Shipping,No,No,45,PayPal,Monthly
3481,3482,52,Female,Socks,Clothing,67,Ohio,Maroon,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly
3482,3483,66,Female,Gloves,Accessories,61,Hawaii,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly
3483,3484,19,Female,Hoodie,Clothing,37,Texas,White,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months
3484,3485,44,Female,Dress,Clothing,75,Illinois,Gray,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly
3485,3486,50,Female,Shirt,Clothing,21,Massachusetts,Brown,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly
3486,3487,51,Female,Shorts,Clothing,89,North Carolina,Charcoal,Winter,4.9,No,Standard,No,No,6,PayPal,Weekly
3487,3488,25,Female,Sandals,Footwear,24,West Virginia,Beige,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually
3488,3489,62,Female,Sweater,Clothing,27,Delaware,Teal,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly
3489,3490,48,Female,Dress,Clothing,26,Idaho,Black,Summer,4.6,No,2-Day Shipping,No,No,32,PayPal,Every 3 Months
3490,3491,62,Female,Boots,Footwear,82,Oregon,Violet,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly
3491,3492,22,Female,Pants,Clothing,28,Maine,Orange,Winter,4.3,No,Express,No,No,15,Cash,Monthly
3492,3493,48,Female,Gloves,Accessories,65,South Dakota,Turquoise,Fall,4.6,No,Standard,No,No,48,Bank Transfer,Annually
3493,3494,48,Female,Pants,Clothing,82,New Mexico,Black,Winter,4.7,No,Store Pickup,No,No,35,Credit Card,Weekly
3494,3495,62,Female,Scarf,Accessories,38,Washington,Silver,Winter,3.5,No,Free Shipping,No,No,41,PayPal,Quarterly
3495,3496,24,Female,Shorts,Clothing,33,Georgia,Gray,Spring,2.8,No,Free Shipping,No,No,14,Cash,Weekly
3496,3497,39,Female,Shoes,Footwear,38,Idaho,Pink,Summer,4,No,Free Shipping,No,No,22,PayPal,Monthly
3497,3498,35,Female,Handbag,Accessories,48,Colorado,Red,Spring,4.3,No,Store Pickup,No,No,16,Venmo,Every 3 Months
3498,3499,47,Female,Sandals,Footwear,35,Kentucky,Lavender,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly
3499,3500,22,Female,Socks,Clothing,29,New Jersey,Indigo,Fall,3,No,Next Day Air,No,No,13,PayPal,Every 3 Months
3500,3501,38,Female,Shirt,Clothing,48,Oregon,Silver,Fall,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly
3501,3502,53,Female,Shoes,Footwear,87,Nebraska,Silver,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly
3502,3503,31,Female,Backpack,Accessories,62,Massachusetts,Green,Fall,4.7,No,Next Day Air,No,No,26,Bank Transfer,Quarterly
3503,3504,31,Female,Shirt,Clothing,96,Nebraska,Pink,Spring,3.9,No,Free Shipping,No,No,39,Cash,Weekly
3504,3505,65,Female,Handbag,Accessories,41,Hawaii,Violet,Fall,4,No,Next Day Air,No,No,50,Venmo,Monthly
3505,3506,48,Female,Jewelry,Accessories,42,Indiana,Red,Winter,3.7,No,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months
3506,3507,18,Female,Shirt,Clothing,57,Illinois,Olive,Winter,3.7,No,2-Day Shipping,No,No,12,Cash,Fortnightly
3507,3508,46,Female,Handbag,Accessories,65,Colorado,Purple,Spring,4.2,No,Store Pickup,No,No,33,Credit Card,Every 3 Months
3508,3509,52,Female,Pants,Clothing,54,Pennsylvania,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly
3509,3510,50,Female,T-shirt,Clothing,22,Ohio,Brown,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Bi-Weekly
3510,3511,49,Female,Sneakers,Footwear,96,Pennsylvania,Orange,Fall,4.9,No,2-Day Shipping,No,No,14,Venmo,Monthly
3511,3512,69,Female,Jewelry,Accessories,81,Mississippi,Blue,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
3512,3513,36,Female,Shirt,Clothing,46,Kentucky,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly
3513,3514,30,Female,Blouse,Clothing,74,Alaska,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly
3514,3515,25,Female,Sneakers,Footwear,50,Georgia,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly
3515,3516,19,Female,Dress,Clothing,80,South Dakota,Charcoal,Winter,4,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly
3516,3517,34,Female,Boots,Footwear,56,South Carolina,White,Summer,4,No,Free Shipping,No,No,38,PayPal,Bi-Weekly
3517,3518,29,Female,Skirt,Clothing,69,Tennessee,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months
3518,3519,50,Female,Shirt,Clothing,97,Colorado,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly
3519,3520,31,Female,Shorts,Clothing,66,Wisconsin,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly
3520,3521,41,Female,Hat,Accessories,70,Georgia,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly
3521,3522,52,Female,Shoes,Footwear,50,Maryland,Pink,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly
3522,3523,27,Female,Pants,Clothing,85,New Jersey,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly
3523,3524,49,Female,Backpack,Accessories,59,Nevada,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly
3524,3525,69,Female,Pants,Clothing,74,Michigan,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly
3525,3526,45,Female,Sunglasses,Accessories,38,Wyoming,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually
3526,3527,20,Female,Sweater,Clothing,99,Massachusetts,Olive,Spring,3.8,No,Express,No,No,1,PayPal,Every 3 Months
3527,3528,25,Female,Blouse,Clothing,97,Washington,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly
3528,3529,38,Female,Scarf,Accessories,67,Maine,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually
3529,3530,55,Female,T-shirt,Clothing,20,Montana,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly
3530,3531,62,Female,Sunglasses,Accessories,45,Oklahoma,Black,Spring,3.4,No,Express,No,No,37,PayPal,Weekly
3531,3532,54,Female,Shoes,Footwear,52,North Dakota,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly
3532,3533,61,Female,Pants,Clothing,68,Connecticut,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually
3533,3534,50,Female,Sneakers,Footwear,98,Texas,Yellow,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly
3534,3535,65,Female,Shoes,Footwear,83,Delaware,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly
3535,3536,68,Female,Shorts,Clothing,51,Mississippi,Red,Summer,5,No,Express,No,No,20,Debit Card,Monthly
3536,3537,55,Female,Handbag,Accessories,21,Minnesota,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly
3537,3538,57,Female,Handbag,Accessories,92,Georgia,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months
3538,3539,56,Female,Shoes,Footwear,63,Iowa,White,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly
3539,3540,29,Female,Jewelry,Accessories,56,New York,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly
3540,3541,24,Female,Shorts,Clothing,95,Nevada,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly
3541,3542,59,Female,Blouse,Clothing,66,Virginia,Olive,Winter,4,No,Next Day Air,No,No,22,PayPal,Annually
3542,3543,62,Female,Coat,Outerwear,28,Idaho,Olive,Spring,4.2,No,Express,No,No,5,Venmo,Weekly
3543,3544,58,Female,Hat,Accessories,83,Colorado,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months
3544,3545,64,Female,Socks,Clothing,55,Wisconsin,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months
3545,3546,48,Female,Sandals,Footwear,28,Connecticut,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually
3546,3547,60,Female,Scarf,Accessories,79,Kansas,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly
3547,3548,52,Female,Scarf,Accessories,31,Pennsylvania,Magenta,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually
3548,3549,63,Female,Blouse,Clothing,37,Utah,Red,Fall,3,No,Standard,No,No,47,Debit Card,Fortnightly
3549,3550,44,Female,T-shirt,Clothing,34,Oregon,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly
3550,3551,63,Female,Shoes,Footwear,74,West Virginia,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly
3551,3552,66,Female,Gloves,Accessories,31,Montana,Black,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly
